CDU_ID,GEO_CODE,GEO_LABEL,GEO_TYPE,GEO_TYP2,F105,F168,F169,F170,F171,F173,F174,F175,F176,F177,F178,F179,F180,F181,F182,F183
,,,,,Age : Age 100 and over - Unit : Persons,Age : Age 0 to 4 - Unit : Persons,Age : Age 5 to 7 - Unit : Persons,Age : Age 8 to 9 - Unit : Persons,Age : Age 10 to 14 - Unit : Persons,Age : Age 16 to 17 - Unit : Persons,Age : Age 18 to 19 - Unit : Persons,Age : Age 20 to 24 - Unit : Persons,Age : Age 25 to 29 - Unit : Persons,Age : Age 30 to 44 - Unit : Persons,Age : Age 45 to 59 - Unit : Persons,Age : Age 60 to 64 - Unit : Persons,Age : Age 65 to 74 - Unit : Persons,Age : Age 75 to 84 - Unit : Persons,Age : Age 85 to 89 - Unit : Persons,Age : Age 90 and over - Unit : Persons
8892,S13002655,Maryhill / Kelvin ,Wards and Electoral Divisions,WED,7,1536,730,479,1349,608,1079,2535,2420,6045,5877,1642,2160,1428,343,191
8893,S13002656,Canal ,Wards and Electoral Divisions,WED,4,1629,839,531,1493,686,1758,2975,2740,6552,5426,1482,2449,1566,353,187
8894,S13002657,Springburn ,Wards and Electoral Divisions,WED,3,1628,802,477,1182,500,586,1561,1847,5167,4014,909,1649,1104,210,94
8895,S13002658,East Centre ,Wards and Electoral Divisions,WED,5,1433,718,408,1242,557,794,3042,3337,6317,5398,1392,2429,1864,458,218
8896,S13002659,Shettleston ,Wards and Electoral Divisions,WED,5,1389,731,477,1380,662,719,1849,1883,5204,6129,1555,2443,1717,394,181
8897,S13002660,Baillieston ,Wards and Electoral Divisions,WED,3,1774,954,715,2128,927,913,2170,1764,6348,7198,1836,2705,1697,329,156
8898,S13002662,"North, West and Central Sutherland ",Wards and Electoral Divisions,WED,0,245,154,104,331,144,97,214,236,897,1596,581,836,466,99,52
8899,S13002663,Thurso ,Wards and Electoral Divisions,WED,4,407,241,169,427,208,191,449,562,1443,1777,496,871,597,136,59
8900,S13002664,Wick ,Wards and Electoral Divisions,WED,1,450,241,167,422,217,212,472,491,1345,1668,524,717,487,103,35
8901,S13002665,Land Caithness Ward,Wards and Electoral Divisions,WED,2,523,361,222,582,277,181,409,427,1912,2578,919,1337,632,147,50
8902,S13002666,East Sutherland and Edderton ,Wards and Electoral Divisions,WED,2,337,183,150,421,184,149,327,296,1084,1760,647,1067,663,177,93
8903,S13002667,"Wester Ross, Strathpeffer and Lochalsh ",Wards and Electoral Divisions,WED,0,495,351,255,765,306,203,443,445,1959,3161,1020,1470,883,200,104
8904,S13002668,Cromarty Firth ,Wards and Electoral Divisions,WED,4,856,418,306,850,361,287,685,718,2453,2652,933,1314,626,136,79
8905,S13002669,Tain and Easter Ross ,Wards and Electoral Divisions,WED,1,530,313,211,548,222,188,477,446,1610,2059,779,1027,574,132,63
8906,S13002670,Dingwall and Seaforth ,Wards and Electoral Divisions,WED,2,677,380,275,763,301,230,695,744,2182,2694,827,1158,762,201,78
8907,S13002671,Black Isle ,Wards and Electoral Divisions,WED,2,414,312,229,641,319,182,381,349,1665,2619,891,1238,639,159,91
8908,S13002672,Eilean a' Ch̬o ,Wards and Electoral Divisions,WED,1,500,315,212,550,219,177,430,435,1685,2616,918,1164,570,182,88
8909,S13002673,Caol and Mallaig ,Wards and Electoral Divisions,WED,3,487,330,187,512,214,159,387,373,1684,2043,681,909,572,79,63
8910,S13002674,Aird and Loch Ness ,Wards and Electoral Divisions,WED,1,528,369,268,677,297,194,436,460,1997,2884,950,1277,717,157,62
8911,S13002675,Inverness West ,Wards and Electoral Divisions,WED,2,412,190,131,367,223,195,499,570,1669,2110,532,763,528,147,83
8912,S13002676,Inverness Central ,Wards and Electoral Divisions,WED,4,836,427,292,673,334,335,1030,1302,2938,2685,713,1159,854,222,115
8913,S13002677,Inverness Ness-Side ,Wards and Electoral Divisions,WED,1,693,416,236,620,285,233,660,770,2418,2379,744,1110,759,178,73
8914,S13002678,Inverness Millburn ,Wards and Electoral Divisions,WED,5,541,321,202,478,202,195,507,652,1782,1792,538,763,488,138,77
8915,S13002679,Culloden and Ardersier ,Wards and Electoral Divisions,WED,0,682,354,265,704,311,275,667,731,2438,2764,783,949,528,107,29
8916,S13002680,Nairn ,Wards and Electoral Divisions,WED,2,631,388,248,771,304,210,561,522,2183,2673,870,1347,884,230,114
8917,S13002681,Inverness South ,Wards and Electoral Divisions,WED,0,1106,554,321,862,326,224,641,907,3334,2540,693,777,452,99,42
8918,S13002682,Badenoch and Strathspey ,Wards and Electoral Divisions,WED,9,668,435,271,821,314,270,646,791,2524,3043,1100,1459,839,214,113
8919,S13002683,Fort William and Ardnamurchan ,Wards and Electoral Divisions,WED,1,687,404,230,647,253,189,555,610,2123,2507,825,1151,641,135,75
8920,S13002684,Inverclyde East ,Wards and Electoral Divisions,WED,2,921,598,349,1030,470,415,936,885,3166,3860,1330,1780,959,227,99
8921,S13002685,Inverclyde East Central ,Wards and Electoral Divisions,WED,0,800,457,271,783,331,396,990,1021,2718,3125,831,1105,700,175,96
8922,S13002686,Inverclyde North ,Wards and Electoral Divisions,WED,7,756,373,230,636,285,406,966,983,2724,3484,1006,1696,1424,394,238
8923,S13002687,Inverclyde South ,Wards and Electoral Divisions,WED,0,572,341,228,616,282,287,793,736,2266,2545,699,1133,716,135,50
8924,S13002688,Inverclyde West ,Wards and Electoral Divisions,WED,0,455,268,166,535,235,286,593,514,1964,2566,798,1322,818,157,70
8925,S13002689,Inverclyde South West ,Wards and Electoral Divisions,WED,1,700,446,285,898,376,308,721,587,2439,2938,716,880,486,71,45
8926,S13002690,Penicuik ,Wards and Electoral Divisions,WED,1,737,410,279,780,332,336,784,715,2629,3029,1076,1479,821,148,75
8927,S13002691,Bonnyrigg ,Wards and Electoral Divisions,WED,1,913,575,361,1006,409,410,908,810,3058,3497,1085,1489,863,210,93
8928,S13002692,Dalkeith ,Wards and Electoral Divisions,WED,1,706,394,245,694,304,253,703,736,2386,2518,748,1059,674,119,61
8929,S13002693,Midlothian West ,Wards and Electoral Divisions,WED,2,724,463,294,832,352,346,735,741,2692,3064,1157,1426,761,195,82
8930,S13002694,Midlothian East ,Wards and Electoral Divisions,WED,2,855,500,305,883,376,349,851,730,2785,3181,983,1356,791,159,95
8931,S13002695,Midlothian South ,Wards and Electoral Divisions,WED,2,943,535,320,852,352,345,785,725,2882,2780,744,1021,693,167,66
8932,S13002696,Speyside Glenlivet ,Wards and Electoral Divisions,WED,4,467,303,228,623,241,192,376,379,1710,2184,739,1176,601,125,74
8933,S13002697,Keith and Cullen ,Wards and Electoral Divisions,WED,5,550,287,237,590,258,214,530,469,1817,2332,813,1171,803,185,84
8934,S13002698,Buckie ,Wards and Electoral Divisions,WED,1,562,324,191,574,221,238,574,579,1849,1967,668,1058,794,160,74
8935,S13002699,Fochabers Lhanbryde ,Wards and Electoral Divisions,WED,0,476,317,202,612,278,215,426,458,1834,2472,809,1142,652,128,68
8936,S13002700,Heldon and Laich ,Wards and Electoral Divisions,WED,1,766,389,338,969,506,428,1024,974,2751,3061,903,1289,743,141,75
8937,S13002701,Elgin City North ,Wards and Electoral Divisions,WED,1,941,421,249,730,312,275,670,925,2573,2109,643,1034,714,144,105
8938,S13002702,Elgin City South ,Wards and Electoral Divisions,WED,1,663,371,218,652,298,241,662,712,2441,2268,751,953,692,170,79
8939,S13002703,Forres ,Wards and Electoral Divisions,WED,0,821,495,317,888,382,345,749,830,2859,3438,1057,1558,886,239,105
8940,S13002704,Irvine West ,Wards and Electoral Divisions,WED,1,1105,610,398,1124,522,482,1239,1169,3603,4182,1264,2072,1304,248,110
8941,S13002705,Irvine East ,Wards and Electoral Divisions,WED,2,1225,610,449,1305,598,587,1209,1112,4109,4581,1360,1694,770,152,81
8942,S13002706,Kilwinning ,Wards and Electoral Divisions,WED,1,1015,614,362,1013,462,450,1073,995,3395,3714,1216,1543,848,181,74
8943,S13002707,Saltcoats and Stevenston ,Wards and Electoral Divisions,WED,4,1214,724,439,1241,539,559,1344,1190,3868,4365,1315,2028,1138,261,158
8944,S13002708,Ardrossan and Arran ,Wards and Electoral Divisions,WED,6,852,517,343,973,453,397,972,880,3069,3881,1344,2028,1071,264,161
8945,S13002709,Dalry and West Kilbride ,Wards and Electoral Divisions,WED,1,587,362,267,657,288,239,563,510,2083,2535,954,1316,748,141,69
8946,S13002710,Kilbirnie and Beith ,Wards and Electoral Divisions,WED,2,830,478,337,882,380,360,850,855,2932,3360,982,1511,859,210,74
8947,S13002711,North Coast and Cumbraes ,Wards and Electoral Divisions,WED,7,592,421,299,815,354,284,696,576,2447,3539,1480,2391,1705,440,248
8948,S13002712,Kilsyth ,Wards and Electoral Divisions,WED,0,650,439,226,724,307,307,704,715,2337,2541,857,1223,708,139,61
8949,S13002713,Cumbernauld North ,Wards and Electoral Divisions,WED,2,1101,771,515,1425,522,459,908,828,4167,4313,1034,1157,554,71,46
8950,S13002714,Cumbernauld South ,Wards and Electoral Divisions,WED,0,1148,646,428,1176,489,540,1285,1275,3782,4072,1360,2029,1101,167,64
8951,S13002715,"Abronhill, Kildrum and the Village ",Wards and Electoral Divisions,WED,2,938,501,314,874,401,398,981,1070,3171,3077,938,1377,666,122,46
8952,S13002717,Coatbridge North and Glenboig ,Wards and Electoral Divisions,WED,2,1060,610,366,1037,440,475,1258,1374,3909,4000,1146,1742,1124,215,99
8953,S13002718,Airdrie North ,Wards and Electoral Divisions,WED,2,1177,722,427,1236,534,502,1161,1259,4165,4157,1174,1790,957,177,81
8954,S13002719,Airdrie Central ,Wards and Electoral Divisions,WED,0,1028,485,361,879,383,423,1095,1102,3231,3281,921,1502,861,194,56
8955,S13002720,Coatbridge West ,Wards and Electoral Divisions,WED,2,936,602,414,1061,427,434,971,922,3494,3023,857,1188,660,163,81
8956,S13002721,Coatbridge South ,Wards and Electoral Divisions,WED,1,1054,589,318,894,364,385,932,1049,3355,3344,705,1087,742,132,42
8957,S13002722,Airdrie South ,Wards and Electoral Divisions,WED,0,1234,767,494,1370,507,505,1183,1165,4363,4208,1178,1499,742,123,51
8958,S13002723,Fortissat ,Wards and Electoral Divisions,WED,0,861,430,274,805,346,369,1007,1095,3233,3176,1003,1400,824,151,76
8959,S13002724,Thorniewood ,Wards and Electoral Divisions,WED,1,831,504,330,967,414,404,932,898,2926,3333,977,1285,634,139,69
8960,S13002725,Bellshill ,Wards and Electoral Divisions,WED,2,901,534,338,910,358,393,973,907,3108,3314,973,1282,719,165,72
8961,S13002726,Mossend and Holytown ,Wards and Electoral Divisions,WED,0,777,482,290,811,327,359,919,990,2756,2875,695,972,580,121,42
8962,S13002727,Motherwell West ,Wards and Electoral Divisions,WED,3,845,526,357,907,370,352,841,956,3041,2901,857,1292,670,184,101
8963,S13002728,Motherwell North ,Wards and Electoral Divisions,WED,0,1177,663,459,1074,465,484,1242,1262,4124,3612,1037,1438,798,161,60
8964,S13002729,Motherwell South East and Ravenscraig ,Wards and Electoral Divisions,WED,0,1193,528,349,895,374,432,1175,1371,3730,3455,951,1599,1082,232,99
8965,S13002730,Murdostoun ,Wards and Electoral Divisions,WED,6,1207,686,401,1132,461,494,1197,1226,3820,4012,1123,1626,1145,195,87
8966,S13002731,Wishaw ,Wards and Electoral Divisions,WED,2,1089,617,410,1115,421,494,1165,1202,3939,3993,1123,1800,1262,285,132
8967,S13002732,Kirkwall East ,Wards and Electoral Divisions,WED,1,255,136,94,279,129,126,292,258,879,984,290,437,271,50,27
8968,S13002733,Kirkwall West and Orphir ,Wards and Electoral Divisions,WED,2,217,125,76,202,123,88,312,235,784,789,266,398,226,80,47
8969,S13002734,Stromness and South Isles ,Wards and Electoral Divisions,WED,2,114,62,53,149,60,42,127,142,481,633,240,388,185,53,31
8970,S13002735,West Mainland ,Wards and Electoral Divisions,WED,1,221,110,82,256,103,83,183,201,750,1080,351,500,273,44,31
8971,S13002736,"East Mainland, South Ronaldsay and Burray ",Wards and Electoral Divisions,WED,0,196,111,59,182,88,69,145,149,614,803,229,358,181,42,20
8972,S13002737,North Isles ,Wards and Electoral Divisions,WED,1,104,62,34,137,44,41,74,63,362,562,230,357,166,36,18
8973,S13002738,Carse of Gowrie ,Wards and Electoral Divisions,WED,3,618,343,211,519,179,141,455,533,2031,2111,736,1043,563,106,40
8974,S13002739,Strathmore ,Wards and Electoral Divisions,WED,3,736,409,302,844,305,268,612,667,2495,3407,1188,1858,1250,274,137
8975,S13002740,Blairgowrie and Glens ,Wards and Electoral Divisions,WED,2,531,243,194,609,228,244,535,561,1702,2376,882,1398,933,233,108
8976,S13002741,Highland ,Wards and Electoral Divisions,WED,4,330,222,164,486,203,165,411,475,1467,2070,847,1207,820,210,93
8977,S13002742,Strathtay ,Wards and Electoral Divisions,WED,1,434,282,180,584,226,175,396,432,1777,2274,764,1038,651,142,83
8978,S13002743,Strathearn ,Wards and Electoral Divisions,WED,2,465,318,222,697,283,241,471,470,1747,2301,820,1316,998,271,141
8979,S13002744,Strathallan ,Wards and Electoral Divisions,WED,3,455,354,213,580,222,196,446,463,1732,2223,734,1135,734,171,87
8980,S13002745,Kinross-shire ,Wards and Electoral Divisions,WED,1,610,415,342,845,379,253,492,416,2221,3202,968,1418,733,177,72
8981,S13002746,Almond and Earn ,Wards and Electoral Divisions,WED,4,574,334,232,964,597,305,453,441,2026,2697,850,1133,681,151,92
8982,S13002747,Perth City South ,Wards and Electoral Divisions,WED,5,688,456,287,885,334,285,637,665,2596,3217,954,1499,1011,312,127
8983,S13002748,Perth City North ,Wards and Electoral Divisions,WED,3,1169,587,395,1038,383,490,1282,1468,3613,3322,932,1173,763,182,60
8984,S13002749,Perth City Centre ,Wards and Electoral Divisions,WED,5,707,374,228,653,290,442,1325,1472,3237,3037,946,1414,1037,318,170
8985,S13002750,Renfrew North ,Wards and Electoral Divisions,WED,0,666,354,235,659,277,329,823,1023,2591,2863,857,1123,575,155,55
8986,S13002751,Renfrew South & Gallowhill ,Wards and Electoral Divisions,WED,2,967,513,265,827,341,363,859,938,3130,2829,908,1465,894,214,108
8987,S13002752,Paisley East & Ralston ,Wards and Electoral Divisions,WED,2,904,418,294,763,358,417,1225,1175,3570,3725,1097,1499,1068,274,154
8988,S13002753,Paisley North West ,Wards and Electoral Divisions,WED,1,1224,571,339,977,408,578,1619,1669,4422,3990,939,1284,864,174,109
8989,S13002754,Paisley South ,Wards and Electoral Divisions,WED,3,1026,595,354,986,449,506,1166,1153,3693,3995,1087,1701,1273,262,125
8990,S13002755,Paisley South West ,Wards and Electoral Divisions,WED,2,844,528,342,1019,379,395,1022,940,3069,3829,1035,1566,959,187,95
8991,S13002756,"Johnstone South, Elderslie & Howwood ",Wards and Electoral Divisions,WED,3,980,609,399,1024,433,481,1019,961,3343,3772,1113,1704,1173,252,119
8992,S13002757,"Johnstone North, Kilbarchan & Lochwinnoch ",Wards and Electoral Divisions,WED,0,755,443,282,746,322,322,745,762,2666,3067,920,1360,850,160,87
8993,S13002758,"Houston, Crosslee & Linwood ",Wards and Electoral Divisions,WED,0,851,562,368,1052,416,434,920,794,2886,3647,956,1674,895,132,30
8994,S13002759,"Bishopton, Bridge of Weir & Langbank ",Wards and Electoral Divisions,WED,2,504,344,233,693,305,251,579,429,1912,2818,963,1256,645,214,107
8995,S13002760,Erskine & Inchinnan ,Wards and Electoral Divisions,WED,0,915,629,401,1158,471,471,1041,855,3464,4001,1146,1515,783,208,132
8996,S13002761,Tweeddale West ,Wards and Electoral Divisions,WED,4,538,352,239,590,244,165,370,361,1875,2393,680,961,629,188,101
8997,S13002762,Tweeddale East ,Wards and Electoral Divisions,WED,2,572,367,242,619,259,172,379,338,1922,2405,782,1222,669,148,77
8998,S13002763,Galashiels and District ,Wards and Electoral Divisions,WED,2,803,407,282,720,339,451,1150,942,2746,3163,956,1222,846,265,123
8999,S13002764,Selkirkshire ,Wards and Electoral Divisions,WED,2,474,274,189,533,215,161,454,412,1700,2253,856,1141,625,171,80
9000,S13002765,Leaderdale and Melrose ,Wards and Electoral Divisions,WED,1,603,407,275,706,260,205,333,440,2167,2513,786,1093,671,172,83
9001,S13002766,Mid Berwickshire ,Wards and Electoral Divisions,WED,4,444,334,237,582,258,180,415,429,1781,2425,888,1311,791,165,77
9002,S13002767,East Berwickshire ,Wards and Electoral Divisions,WED,2,518,300,177,555,253,240,469,425,1735,2451,903,1343,748,186,76
9003,S13002768,Kelso and District ,Wards and Electoral Divisions,WED,1,461,293,194,523,218,167,422,434,1681,2223,820,1310,889,240,107
9004,S13002769,Jedburgh and District ,Wards and Electoral Divisions,WED,2,452,266,178,553,220,185,381,375,1667,2077,778,1173,646,158,97
9005,S13002770,Hawick and Denholm ,Wards and Electoral Divisions,WED,4,493,326,235,561,241,215,467,465,1715,2042,774,1028,637,132,67
9006,S13002771,Hawick and Hermitage ,Wards and Electoral Divisions,WED,0,354,196,135,393,180,192,432,408,1506,2012,714,1147,748,179,77
9007,S13002772,North Isles ,Wards and Electoral Divisions,WED,1,155,83,69,160,56,50,112,129,475,596,223,387,192,45,25
9008,S13002773,Shetland North ,Wards and Electoral Divisions,WED,1,187,97,74,223,117,79,190,186,635,765,232,257,131,32,22
9009,S13002774,Shetland West ,Wards and Electoral Divisions,WED,0,176,82,58,195,87,55,125,135,494,576,172,235,126,32,17
9010,S13002775,Shetland Central ,Wards and Electoral Divisions,WED,0,216,125,73,177,72,56,159,199,705,698,199,220,140,33,19
9011,S13002776,Shetland South ,Wards and Electoral Divisions,WED,1,226,122,80,257,100,76,148,149,715,799,252,314,148,36,20
9012,S13002777,Lerwick North ,Wards and Electoral Divisions,WED,0,146,85,55,146,74,89,287,227,661,651,198,266,189,51,30
9013,S13002778,Lerwick South ,Wards and Electoral Divisions,WED,0,283,208,115,292,123,111,274,228,921,978,281,464,252,67,27
9014,S13002779,Troon ,Wards and Electoral Divisions,WED,4,702,417,268,795,360,315,774,687,2544,3420,1288,1843,1071,308,149
9015,S13002780,Prestwick ,Wards and Electoral Divisions,WED,0,717,417,273,797,371,310,743,685,2697,3594,1102,1778,1236,370,165
9016,S13002781,Ayr North ,Wards and Electoral Divisions,WED,1,1038,505,319,915,421,440,1255,1158,3251,3434,1001,1498,997,225,86
9017,S13002782,Ayr East ,Wards and Electoral Divisions,WED,2,669,439,284,813,373,316,789,719,2436,3386,1079,1653,1111,239,98
9018,S13002783,Ayr West ,Wards and Electoral Divisions,WED,6,595,393,245,706,332,274,743,607,2329,3194,1248,2084,1467,433,253
9019,S13002784,Kyle ,Wards and Electoral Divisions,WED,1,628,365,258,703,261,269,574,539,2213,2551,817,1345,695,122,68
9020,S13002785,"Maybole, North Carrick and Coylton ",Wards and Electoral Divisions,WED,2,671,440,310,869,380,308,781,721,2623,3391,1053,1513,813,188,89
9021,S13002786,Girvan and South Carrick ,Wards and Electoral Divisions,WED,2,492,274,205,609,262,192,491,433,1644,2162,819,1323,765,185,90
9022,S13002787,Clydesdale West ,Wards and Electoral Divisions,WED,1,1018,552,379,1083,539,456,1072,1124,3772,4496,1360,1816,956,213,109
9023,S13002788,Clydesdale North ,Wards and Electoral Divisions,WED,3,761,422,280,766,344,318,767,719,2841,3364,1106,1605,1004,199,104
9024,S13002789,Clydesdale East ,Wards and Electoral Divisions,WED,1,660,413,291,778,305,241,574,532,2479,3141,901,1263,749,178,59
9025,S13002790,Clydesdale South ,Wards and Electoral Divisions,WED,6,845,526,351,996,359,343,764,811,3054,3261,983,1469,811,234,148
9026,S13002791,Avondale and Stonehouse ,Wards and Electoral Divisions,WED,2,883,555,398,1058,435,358,809,785,3321,3837,1151,1633,889,218,111
9027,S13002792,East Kilbride South ,Wards and Electoral Divisions,WED,3,959,598,390,1037,485,426,957,912,3252,3302,902,1168,641,177,115
9028,S13002793,East Kilbride Central South ,Wards and Electoral Divisions,WED,2,754,407,254,711,390,362,846,899,2733,3079,712,1277,1216,239,85
9029,S13002794,East Kilbride Central North ,Wards and Electoral Divisions,WED,2,860,474,343,997,464,447,1071,1063,3268,4014,931,1816,1443,329,110
9030,S13002795,East Kilbride West ,Wards and Electoral Divisions,WED,2,783,518,349,1038,509,465,951,635,2830,4341,966,1144,560,116,44
9031,S13002796,East Kilbride East ,Wards and Electoral Divisions,WED,0,651,336,207,656,278,331,725,673,2354,2711,652,1357,923,173,87
9032,S13002797,Rutherglen South ,Wards and Electoral Divisions,WED,7,775,420,247,730,327,362,792,753,2793,3195,945,1494,1130,274,140
9033,S13002798,Rutherglen Central and North ,Wards and Electoral Divisions,WED,1,623,288,208,584,253,338,809,950,2710,3027,847,1287,798,191,77
9034,S13002799,Cambuslang West ,Wards and Electoral Divisions,WED,2,958,490,302,861,380,406,859,946,3203,3648,1046,1327,842,166,91
9035,S13002800,Cambuslang East ,Wards and Electoral Divisions,WED,0,1144,701,403,1058,390,366,766,985,4013,3030,749,928,479,106,39
9036,S13002801,Blantyre ,Wards and Electoral Divisions,WED,1,932,537,376,1011,391,433,983,1085,3406,3905,1173,1727,862,146,67
9037,S13002802,Bothwell and Uddingston ,Wards and Electoral Divisions,WED,3,590,371,239,608,310,269,632,634,2274,2840,800,1200,789,195,100
9038,S13002803,Hamilton North and East ,Wards and Electoral Divisions,WED,2,746,414,238,650,321,407,1018,1176,3367,3094,972,1476,1011,245,127
9039,S13002804,Hamilton West and Earnock ,Wards and Electoral Divisions,WED,0,1235,704,387,1029,421,442,1166,1375,4357,4004,1099,1391,815,131,63
9040,S13002805,Hamilton South ,Wards and Electoral Divisions,WED,2,1223,691,436,1222,478,453,1005,1068,4248,3967,1185,1881,966,181,60
9041,S13002806,Larkhall ,Wards and Electoral Divisions,WED,5,1001,591,400,1062,453,509,1054,1043,3600,4122,1318,1960,1053,225,115
9042,S13002807,Trossachs and Teith ,Wards and Electoral Divisions,WED,1,491,354,240,657,272,202,521,471,1990,2740,899,1326,716,191,86
9043,S13002808,Forth and Endrick ,Wards and Electoral Divisions,WED,0,546,448,317,964,350,201,477,343,2042,3124,968,1471,838,200,97
9044,S13002809,Dunblane and Bridge of Allan ,Wards and Electoral Divisions,WED,3,698,542,361,1182,427,1306,1439,588,2583,3203,1040,1588,943,236,125
9045,S13002810,Castle ,Wards and Electoral Divisions,WED,1,673,326,196,610,247,632,2336,1046,2488,2104,629,850,474,128,70
9046,S13002811,Stirling West ,Wards and Electoral Divisions,WED,3,630,384,220,715,273,224,670,650,2194,2460,817,1192,916,201,135
9047,S13002812,Stirling East ,Wards and Electoral Divisions,WED,4,713,432,268,711,297,359,1065,976,2885,2703,773,1154,712,128,67
9048,S13002813,Bannockburn ,Wards and Electoral Divisions,WED,1,664,439,263,759,305,308,727,768,2384,2507,686,960,562,119,48
9049,S13002814,Lomond ,Wards and Electoral Divisions,WED,1,616,365,212,564,251,316,681,644,2182,2752,812,1155,712,111,60
9050,S13002815,Leven ,Wards and Electoral Divisions,WED,1,1144,631,335,1069,480,551,1281,1187,3588,4251,1123,1470,741,139,77
9051,S13002816,Dumbarton ,Wards and Electoral Divisions,WED,4,848,457,304,847,379,401,1096,1120,3162,3899,1099,1525,1008,226,134
9052,S13002817,Kilpatrick ,Wards and Electoral Divisions,WED,1,804,434,281,705,342,342,814,856,2379,2589,789,1070,608,153,65
9053,S13002818,Clydebank Central ,Wards and Electoral Divisions,WED,2,837,451,305,906,409,447,923,826,2937,3149,1010,1550,1172,273,116
9054,S13002819,Clydebank Waterfront ,Wards and Electoral Divisions,WED,2,987,533,352,887,397,373,1039,1110,3350,3629,839,1292,882,221,156
9055,S13002820,Linlithgow ,Wards and Electoral Divisions,WED,6,931,514,384,1036,426,279,715,685,3056,3722,1092,1331,757,182,95
9056,S13002821,"Broxburn, Uphall and Winchburgh ",Wards and Electoral Divisions,WED,0,1329,699,399,1116,502,496,1077,1192,4353,4100,1240,1824,999,211,102
9057,S13002822,Livingston North ,Wards and Electoral Divisions,WED,0,1686,997,624,1553,610,569,1444,1631,5563,4761,1297,1479,639,118,50
9058,S13002823,Livingston South ,Wards and Electoral Divisions,WED,2,1510,962,706,1821,730,615,1451,1400,5232,5153,1351,1596,693,143,80
9059,S13002824,East Livingston and East Calder ,Wards and Electoral Divisions,WED,1,1156,656,427,1291,604,563,1230,1191,4343,4491,1232,1629,773,134,43
9060,S13002825,Fauldhouse and the Breich Valley ,Wards and Electoral Divisions,WED,2,974,591,398,951,366,383,1064,1032,3415,3410,1037,1479,773,166,67
9061,S13002826,Whitburn and Blackburn ,Wards and Electoral Divisions,WED,3,1223,711,395,1141,570,461,1145,1170,3976,4188,1248,2119,1082,198,88
9062,S13002827,Bathgate ,Wards and Electoral Divisions,WED,3,1561,783,477,1115,490,465,1372,1521,4949,4146,959,1586,940,190,58
9063,S13002828,Armadale and Blackridge ,Wards and Electoral Divisions,WED,3,1195,625,374,824,325,307,893,950,3602,3036,902,1330,723,137,73
9064,S13002829,Monifieth and Sidlaw ,Wards and Electoral Divisions,WED,5,756,585,350,1081,410,316,667,527,2931,3832,1366,1821,1250,281,145
9065,S13002830,North East ,Wards and Electoral Divisions,WED,1,1209,616,403,1236,434,433,937,991,3268,3159,950,1124,510,114,34
9066,S13002832,Strathkelvin ,Wards and Electoral Divisions,WED,1,1342,818,483,1261,447,503,1112,1124,4758,4297,1260,1638,879,163,85
9067,S13002833,Bishopbriggs South ,Wards and Electoral Divisions,WED,1,563,369,255,720,298,329,784,577,2168,2762,728,1129,679,115,63
9068,S13002834,North East ,Wards and Electoral Divisions,WED,5,2307,1173,699,2129,869,1045,2254,2185,6921,7137,1648,2381,1496,302,144
